"CODI","NOM","ADRECA","LATITUD","LONGITUD","CODI_ENS","NOM_ENS"
"25646,0","Torres Jordi","Passeig de l'independéncia front passatge Xavier","41.11174333","1.238466667","4314820002","AJUNTAMENT DE TARRAGONA"
"25078,0","Jaume I","Reial, 2","41.11170667","1.24353","4314820002","AJUNTAMENT DE TARRAGONA"
"25130,0","El Serrallo","Pere Martell, antic Nàutic","41.11008333","1.243276667","4314820002","AJUNTAMENT DE TARRAGONA"
"25612,0","Port Esportiu-Miracle","Passeig Marítim Rafael de Casanova,","41.10922167","1.251428333","4314820002","AJUNTAMENT DE TARRAGONA"
"25542,0","Posit","Trafalgar, Pl. Bisbe Bonet","41.10905833","1.23937","4314820002","AJUNTAMENT DE TARRAGONA"
"25592,0","Parc","Ramon y Cajal, 76","41.1160395","1.2413012982","4314820002","AJUNTAMENT DE TARRAGONA"
"25071,0","Gaudí","Arquitecte Gaudí, front tennis","41.162505","1.244525","4314820002","AJUNTAMENT DE TARRAGONA"
"25606,0","Planot","Franquese de Codony, amb Av. St. Salvador","41.159705","1.241476667","4314820002","AJUNTAMENT DE TARRAGONA"
"25572,0","L'Olivera","Av. St. Salvador, 116","41.157869","1.24109","4314820002","AJUNTAMENT DE TARRAGONA"
"25176,0","Siurana","Passeig Sta. Isabel, 52","41.157565","1.237995","4314820002","AJUNTAMENT DE TARRAGONA"
"25097,0","Les Vinyes","Mas dels Cups amb Les Vinyes","41.156427","1.24609","4314820002","AJUNTAMENT DE TARRAGONA"
"25462,0","Verema",,"41.156124","1.243821","4314820002","AJUNTAMENT DE TARRAGONA"
"25635,0","St. Ramon","Av. St. Salvador, front 39","41.154734","1.240893","4314820002","AJUNTAMENT DE TARRAGONA"
"25720,0","Tarragones, 5","C. del Tarragones, 5","41.148126","1.277902","4314820002","AJUNTAMENT DE TARRAGONA"
"25704,0","Cigonya, 40","Cigonya, 40","41.145691","1.292406","4314820002","AJUNTAMENT DE TARRAGONA"
"25064,0","Ferran","Ctra. La Riera de Gaià ","41.145455","1.359453333","4314820002","AJUNTAMENT DE TARRAGONA"
"25879,0","Urb. Balcó de Tarragona","Pairal, 6","41.145198","1.276453","4314820002","AJUNTAMENT DE TARRAGONA"
"25706,0","Oreneta, 13","Oreneta, 13","41.140467","1.293575","4314820002","AJUNTAMENT DE TARRAGONA"
"25503,0","Aiguamolls del Gaià","Ctra N-340, front Bufet Altafulla","41.140282","1.367106","4314820002","AJUNTAMENT DE TARRAGONA"
"25452,0","Antoni Nicolau","Isaac Albeniz, 19","41.139565","1.2971083333","4314820002","AJUNTAMENT DE TARRAGONA"
"25543,0","Equador","Bloc Bolívia","41.139315","1.250818333","4314820002","AJUNTAMENT DE TARRAGONA"
"25188,0","Tamarit","Ctra. N-340, Km 1172","41.139025","1.353665","4314820002","AJUNTAMENT DE TARRAGONA"
"25548,0","Església","Bloc St. Joan Esc A-B","41.138715","1.254205","4314820002","AJUNTAMENT DE TARRAGONA"
"25058,0","Església","Església St. Pere i St. Pau","41.138495","1.2544833333","4314820002","AJUNTAMENT DE TARRAGONA"
"25690,0","Miramar III","Bloc Alt Penedes s/n","41.137563","1.250365","4314820002","AJUNTAMENT DE TARRAGONA"
"25446,0","Guineu","Passeig de l'Esquirol s/n, direccio ferran","41.137215","1.35117","4314820002","AJUNTAMENT DE TARRAGONA"
"25818,0","Estacio Altafulla Tamarit","TV-2023, 91","41.136956","1.37466","4314820002","AJUNTAMENT DE TARRAGONA"
"25717,0","Jaume Pahissa, 31","Jaume Pahissa, 31","41.135192","1.301068","4314820002","AJUNTAMENT DE TARRAGONA"
"25065,0","Florimar","ctra. Llevantina, 17","41.134685","1.3011083333","4314820002","AJUNTAMENT DE TARRAGONA"
"25145,0","Pinars","Av. de Boscos, 43-45","41.134635","1.2974383333","4314820002","AJUNTAMENT DE TARRAGONA"
"25819,0","Campings de Tamarit","Tamarit, 29","41.134149","1.35815","4314820002","AJUNTAMENT DE TARRAGONA"
"25580,0","Monnars","Ctra. a EL Catllar TP-2039","41.131995","1.304061667","4314820002","AJUNTAMENT DE TARRAGONA"
"25095,0","Amades i Gelats","Centre Comercial Les Gavarres (Mc Donald's)","41.131255","1.204811667","4314820002","AJUNTAMENT DE TARRAGONA"
"25094,0","Gavarres Nord","Centre Comercial Les Gavarres","41.130939","1.201581","4314820002","AJUNTAMENT DE TARRAGONA"
"25079,0","Joan Molas","Av. Països Catalans, 20","41.130695","1.243895","4314820002","AJUNTAMENT DE TARRAGONA"
"25679,0","Frederic Escofet Alsina","Pl. Frederic Escofet Alsina","41.129589","1.200133","4314820002","AJUNTAMENT DE TARRAGONA"
"25823,0","Mediterrani","Mirador, 5","41.128532","1.296523","4314820002","AJUNTAMENT DE TARRAGONA"
"25701,0","Terra Ferma, 7","Terra Ferma, 7","41.127441","1.290839","4314820002","AJUNTAMENT DE TARRAGONA"
"25708,0","Sol, 9","Sol, 9","41.127127","1.291203","4314820002","AJUNTAMENT DE TARRAGONA"
"25709,0","Sol, 4","Sol, 4","41.125731","1.289218","4314820002","AJUNTAMENT DE TARRAGONA"
"25674,0","Pont i Gol 41","Pont i Gol 41","41.125707","1.235891","4314820002","AJUNTAMENT DE TARRAGONA"
"25822,0","Doctor Mallafre, 12","Doctor Mallafre, 12","41.124581","1.242153","4314820002","AJUNTAMENT DE TARRAGONA"
"25821,0","Doctor Mallafre, 11","Doctor Mallafre, 11","41.124499","1.242177","4314820002","AJUNTAMENT DE TARRAGONA"
"25526,0","Camí de Reus","Av. de la Florida, front 15","41.124195","1.178386667","4314820002","AJUNTAMENT DE TARRAGONA"
"25020,0","Camí de Reus","Av. de la Florida, front 2","41.123975","1.1782866667","4314820002","AJUNTAMENT DE TARRAGONA"
"25630,0","Savinosa","Ctra. N-340, amb camí de la Budellera","41.123475","1.281161667","4314820002","AJUNTAMENT DE TARRAGONA"
"25668,0","Mas del Sevil","Carabia, 3","41.123463","1.218442","4314820002","AJUNTAMENT DE TARRAGONA"
"25552,0","Francesc Macià","Francesc Macià, 13-17","41.122998","1.237536","4314820002","AJUNTAMENT DE TARRAGONA"
"25460,0","Col·legi Joan XXIII",,"41.122807","1.193873","4314820002","AJUNTAMENT DE TARRAGONA"
"FCd25663","Fra Antoni Cardona i Grau",,"41.122607","1.252208","4314820002","AJUNTAMENT DE TARRAGONA"
"25511,0","Argentina","Repíºblica Argentina, 9","41.122471","1.242702","4314820002","AJUNTAMENT DE TARRAGONA"
"25582,0","Montoliu","Av. Marques de Montoliu, 11","41.122455","1.248153333","4314820002","AJUNTAMENT DE TARRAGONA"
"25187,0","Sta. Tecla Llevant","Joan Fuster, CAP Sta Tecla","41.122185","1.26749","4314820002","AJUNTAMENT DE TARRAGONA"
"25468,0","Catalunya C",,"41.121715","1.251862","4314820002","AJUNTAMENT DE TARRAGONA"
"25667,0","Pg. Torroja, 1","Pg. Torroja, 1","41.121627","1.257802","4314820002","AJUNTAMENT DE TARRAGONA"
"25688,0","Illes Balears, 7","Illes Balears, 7","41.121602","1.215013","4314820002","AJUNTAMENT DE TARRAGONA"
"25687,0","Tenerife","Tenerife, 1","41.121404","1.21666","4314820002","AJUNTAMENT DE TARRAGONA"
"25508,0","Escola els í€ngels","Riu Segre, front 10","41.121325","1.211458333","4314820002","AJUNTAMENT DE TARRAGONA"
"25600,0","Pl. Generalitat","Francesc Macià, 2-A","41.121269","1.240473","4314820002","AJUNTAMENT DE TARRAGONA"
"25697,0","Tarradellas, 4","Tarradellas, 4","41.121239","1.195364","4314820002","AJUNTAMENT DE TARRAGONA"
"25666,0","Pg. Torroja, 52","Pg. Torroja, 52","41.121058","1.261458","4314820002","AJUNTAMENT DE TARRAGONA"
"25703,0","Joan Fuster, 3","Joan Fuster, 3","41.120879","1.271051","4314820002","AJUNTAMENT DE TARRAGONA"
"25534,0","Claret","Av. Marques de Montoliu, 5","41.120748","1.246784","4314820002","AJUNTAMENT DE TARRAGONA"
"25525,0","Camí de la Cuixa","Wolfang Amadeus Mozart, 30-32","41.120175","1.266966667","4314820002","AJUNTAMENT DE TARRAGONA"
"25017,0","C.I. Formiguera","Av. Carrasco i Formiguera, 8","41.120025","1.1854966667","4314820002","AJUNTAMENT DE TARRAGONA"
"25042,0","Escultor Martorell","Carrasco i Formiguera, 4-6","41.119549","1.183965","4314820002","AJUNTAMENT DE TARRAGONA"
"25640,0","Tarradellas","Riu Siurana amb av. Tarradellas","41.119475","1.207863333","4314820002","AJUNTAMENT DE TARRAGONA"
"25469,0","Bonavista","Carrer Vint-i-dos, Pl. Constitució","41.119068","1.192312","4314820002","AJUNTAMENT DE TARRAGONA"
"25601,0","Pl. Imperial Tàrraco","Lateral Via Roma, edifici Tràfic","41.118955","1.244213333","4314820002","AJUNTAMENT DE TARRAGONA"
"25039,0","Creu Roja","Av. Maria Cristina, 25","41.118835","1.252681667","4314820002","AJUNTAMENT DE TARRAGONA"
"25175,0","Segre","Riu Segre, 8","41.118835","1.211455","4314820002","AJUNTAMENT DE TARRAGONA"
"25033,0","Col·legi","Riu Clar, Bloc 16 direcció barris","41.118795","1.225055","4314820002","AJUNTAMENT DE TARRAGONA"
"25653,0","Via Roma, 2","Via Roma, 2","41.118751","1.244282","4314820002","AJUNTAMENT DE TARRAGONA"
"25193,0","Torreforta","Tortosa, 31","41.118575","1.2183466667","4314820002","AJUNTAMENT DE TARRAGONA"
"25106,0","Marenostrum","Passeig Marítim Rafael de Casanova","41.117903","1.273145","4314820002","AJUNTAMENT DE TARRAGONA"
"25530,0","Carrer Vint","Carrer Vint, front 30","41.117785","1.194105","4314820002","AJUNTAMENT DE TARRAGONA"
"25062,0","Estanislau Figueres","Estanislau Figueres, 7","41.117781","1.251612","4314820002","AJUNTAMENT DE TARRAGONA"
"25026,0","Carrer Vint-i-tres","Carrer Vint-i-tres, 4","41.117555","1.19012","4314820002","AJUNTAMENT DE TARRAGONA"
"25557,0","Icomar","Horta Gran, Bloc E-2","41.117535","1.225716667","4314820002","AJUNTAMENT DE TARRAGONA"
"25453,0","Rambla Nova, 105","Rambla Nova, 105","41.117529","1.248944","4314820002","AJUNTAMENT DE TARRAGONA"
"25141,0","Pau Casals","Pau Casals, front 13","41.117402","1.250151","4314820002","AJUNTAMENT DE TARRAGONA"
"25010,0","Beneficencia","Via Augusta, front 83","41.117193","1.264038","4314820002","AJUNTAMENT DE TARRAGONA"
"25458,0","Pau Vidal","Av. de la Pineda, Pl. Pau Vidal","41.116935","1.184249","4314820002","AJUNTAMENT DE TARRAGONA"
"25621,0","Ramon y Cajal","Ramon y Cajal, 11","41.116876","1.248134","4314820002","AJUNTAMENT DE TARRAGONA"
"25181,0","St. Francesc","St. Francesc, front 4","41.116842","1.253517","4314820002","AJUNTAMENT DE TARRAGONA"
"25483,0","Rambla Nova","Rambla Nova, 90","41.116751","1.249922","4314820002","AJUNTAMENT DE TARRAGONA"
"25144,0","Pilats","Passeig de St. Antoni, 17","41.116485","1.258776667","4314820002","AJUNTAMENT DE TARRAGONA"
"25695,0","Colom, 7","Colom, 7","41.116344","1.248506","4314820002","AJUNTAMENT DE TARRAGONA"
"25115,0","Miracle","Via Augusta, 41","41.116335","1.2610433333","4314820002","AJUNTAMENT DE TARRAGONA"
"25693,0","Colom, 14","Colom, 14","41.115909","1.24822","4314820002","AJUNTAMENT DE TARRAGONA"
"25682,0","Necrópolis","Vidal i Barraquer, 21","41.115895","1.240215","4314820002","AJUNTAMENT DE TARRAGONA"
"25164,0","Rambla Vella","Rambla Vella, 6-8","41.115877","1.256145","4314820002","AJUNTAMENT DE TARRAGONA"
"25467,0","Icomar N",,"41.115803","1.225646","4314820002","AJUNTAMENT DE TARRAGONA"
"25684,0","Rambla Nova, 64","Rambla Nova, 64","41.115718","1.252028","4314820002","AJUNTAMENT DE TARRAGONA"
"25491,0","Turia","Ctra. Valencia front 206","41.115325","1.218226667","4314820002","AJUNTAMENT DE TARRAGONA"
"25216,0","Passeig de les Palmeres",,"41.115317","1.257167","4314820002","AJUNTAMENT DE TARRAGONA"
"25664,0","Ctra. Valencia, 224","Ctra. Valéncia, 224","41.115221","1.204518","4314820002","AJUNTAMENT DE TARRAGONA"
"25539,0","Fortí","Passeig Marítim Rafael de Casanova, 22","41.115165","1.266848333","4314820002","AJUNTAMENT DE TARRAGONA"
"25875,0","Ctra. Valencia, 232","Ctra. Valencia, 232","41.115029","1.200763","4314820002","AJUNTAMENT DE TARRAGONA"
"25876,0","Ctra. Valencia, 216","Ctra. Valencia, 216","41.115013","1.209119","4314820002","AJUNTAMENT DE TARRAGONA"
"25665,0","Ctra. Valencia, 222","Ctra. Valéncia, 222","41.114909","1.205393","4314820002","AJUNTAMENT DE TARRAGONA"
"25573,0","Pere Martell, 33","Pere Martell, 33","41.114875","1.243756667","4314820002","AJUNTAMENT DE TARRAGONA"
"25678,0","Pere Martell, 34","Pere Martell, 34","41.114821","1.243775","4314820002","AJUNTAMENT DE TARRAGONA"
"25616,0","Casanova","Passeig Marítim Rafael de Casanova, 34","41.114465","1.270133333","4314820002","AJUNTAMENT DE TARRAGONA"
"25067,0","Fórum","Gasometre, 27","41.113988","1.249035","4314820002","AJUNTAMENT DE TARRAGONA"
"25615,0","Prim","Unió, 37-39","41.113974","1.251191","4314820002","AJUNTAMENT DE TARRAGONA"
"FEAT","FEAT","cocheras","41.113358","1.227898","4314820002","AJUNTAMENT DE TARRAGONA"
"25683,0","Vidal i Barraquer, 25","Vidal i Barraquer, 25","41.113237","1.241433","4314820002","AJUNTAMENT DE TARRAGONA"
"25677,0","Pere Martell, 54","Pere Martell, 54","41.112576","1.243054","4314820002","AJUNTAMENT DE TARRAGONA"
"25676,0","Apodaca, 11","Apodaca, 11","41.111992","1.250512","4314820002","AJUNTAMENT DE TARRAGONA"
"25561,0","Jaume I","Reial front 2","41.111795","1.243345","4314820002","AJUNTAMENT DE TARRAGONA"
"25624,0","Reial","Reial, 32","41.111325","1.246106","4314820002","AJUNTAMENT DE TARRAGONA"
"25146,0","Pl. Carros","Pl. dels Carros","41.110555","1.250432","4314820002","AJUNTAMENT DE TARRAGONA"
"25051,0","Posit","Trafalgar, front plaça Bisbe Bonet","41.109025","1.239075","4314820002","AJUNTAMENT DE TARRAGONA"
"25030,0","Centre A","Interior Complex Educatiu","41.102725","1.2007633333","4314820002","AJUNTAMENT DE TARRAGONA"
"25053,0","Els Pins","Av. dels Pins, Residéncia Disminuits.","41.16422","1.2465816667","4314820002","AJUNTAMENT DE TARRAGONA"
"25015,0","Les Botigues","Av. St. Salvador, 76-78","41.16056","1.241046667","4314820002","AJUNTAMENT DE TARRAGONA"
"25103,0","L'Olivera","Av. St. Salvador, front 116","41.15805","1.241125","4314820002","AJUNTAMENT DE TARRAGONA"
"25110,0","Mas d'en Garrot","De les Vinyes amb Mas d'en Garrot","41.15778","1.24414","4314820002","AJUNTAMENT DE TARRAGONA"
"25659,0","El Pinatell","Ctra El Catllar","41.14115","1.31174","4314820002","AJUNTAMENT DE TARRAGONA"
"25052,0","Els Boscos","Alosa s/n","41.13835","1.2919633333","4314820002","AJUNTAMENT DE TARRAGONA"
"25063,0","Europa","Bloc Europa","41.13811","1.2528633333","4314820002","AJUNTAMENT DE TARRAGONA"
"25450,0","Lamote de Grignon","Lamote de Grignon, parc","41.13779","1.301035","4314820002","AJUNTAMENT DE TARRAGONA"
"25721,0","Jaume Pahissa, 13","Jaume Pahissa, 18-20","41.13754","1.299052","4314820002","AJUNTAMENT DE TARRAGONA"
"25120,0","Monnars Residencial","Av. Boscos, 10","41.13737","1.2963816667","4314820002","AJUNTAMENT DE TARRAGONA"
"25182,0","St. Jordi","Bloc St. Jordi","41.13672","1.2535816667","4314820002","AJUNTAMENT DE TARRAGONA"
"25059,0","Esquirol","Passeig de l' Esquirol, front diposits EMATSAdirecc. Ferran","41.13547","1.353741667","4314820002","AJUNTAMENT DE TARRAGONA"
"25449,0","Oscar Esplà","Oscar Esplà, 29","41.13522","1.3013366667","4314820002","AJUNTAMENT DE TARRAGONA"
"25537,0","Educacional N-240","Ctra. N-240, accés A7","41.13083","1.239848333","4314820002","AJUNTAMENT DE TARRAGONA"
"25044,0","Educacional N-240","Ctra. N-240, cruïlla accés Z. Educacional","41.13043","1.240443333","4314820002","AJUNTAMENT DE TARRAGONA"
"25581,0","Muntanyeta de l'Oliva","Ctra. Santes Creus, Cruïlla muntanyeta de St. Pere","41.13039","1.253443333","4314820002","AJUNTAMENT DE TARRAGONA"
"25087,0","La Mora","Av. Mediterrani, front Pl. Comarques Catalanes","41.13009","1.34547","4314820002","AJUNTAMENT DE TARRAGONA"
"25127,0","Muntanyeta de l'Oliva","Ctra. Santes Creus, 7","41.12983","1.2539016667","4314820002","AJUNTAMENT DE TARRAGONA"
"25502,0","Conca de Barbera","Conca de Barberà, 49-67","41.12952","1.349121667","4314820002","AJUNTAMENT DE TARRAGONA"
"25716,0","Ctra. Tennis, 12","Ctra. Tennis, 12","41.12683","1.291895","4314820002","AJUNTAMENT DE TARRAGONA"
"25459,0","Buenos Aires",,"41.12409","1.189707","4314820002","AJUNTAMENT DE TARRAGONA"
"25522,0","Buenos Aires","Carrer vint-i-tres","41.12376","1.190926667","4314820002","AJUNTAMENT DE TARRAGONA"
"25610,0","Polisportiu","Riu Siurana, bloc 4","41.12261","1.208048333","4314820002","AJUNTAMENT DE TARRAGONA"
"25122,0","Montoliu","Av. Marques de Montoliu, 16","41.12242","1.2480033333","4314820002","AJUNTAMENT DE TARRAGONA"
"25001,0","Escola els Àngels","Carrer Riu Segre, 10, 43006 Tarragona","41.12198","1.211296667","4314820002","AJUNTAMENT DE TARRAGONA"
"25162,0","Campus Catalunya","Av. Catalunya, front 34","41.12197","1.250175","4314820002","AJUNTAMENT DE TARRAGONA"
"25649,0","Tuset","Via Augusta, acces Vall de l'Arrabassada","41.12043","1.27242","4314820002","AJUNTAMENT DE TARRAGONA"
"25604,0","Pl. Imperial Tàrraco","Pl. Imperial Tàrraco, final Marques de Montoliu","41.11944","1.2457","4314820002","AJUNTAMENT DE TARRAGONA"
"25603,0","Pl. Imperial Tàrraco","Prat de la Riba, 37","41.11802","1.245886","4314820002","AJUNTAMENT DE TARRAGONA"
"25131,0","Nou Vial","Riu Llobregat, 17","41.11708","1.20077","4314820002","AJUNTAMENT DE TARRAGONA"
"25171,0","St. Francesc","Rambla Vella, 20","41.11686","1.254107","4314820002","AJUNTAMENT DE TARRAGONA"
"25024,0","Carrer Dos","Carrer dos, 14-16","41.11642","1.19258","4314820002","AJUNTAMENT DE TARRAGONA"
"25558,0","Icomar","Ctra. N-340, camp de fíºtbol Icomar","41.11576","1.225138333","4314820002","AJUNTAMENT DE TARRAGONA"
"25559,0","Icomar","Ctra. N-340 front barri Icomar","41.11569","1.225588333","4314820002","AJUNTAMENT DE TARRAGONA"
"25877,0","Ctra. Valencia, 214","Ctra. Valencia, 214","41.11533","1.20989","4314820002","AJUNTAMENT DE TARRAGONA"
"25538,0","Eix Transversal","Polígon Francolí, parcela 20","41.11362","1.223823333","4314820002","AJUNTAMENT DE TARRAGONA"
"25579,0","Moll de Costa","Passeig del Gremi de Marejants","41.10959","1.246868333","4314820002","AJUNTAMENT DE TARRAGONA"
"25626,0","Sant Antoni","St. Antoni, front portal de St. Antoni","41.1188","1.261401667","4314820002","AJUNTAMENT DE TARRAGONA"
"25461,0","Passeig de les Palmeres","Rambla Vella, amb Passeig de les Palmeres","41.1156","1.257505","4314820002","AJUNTAMENT DE TARRAGONA"
"25550,0","Estació","Pl. de la Pedrera","41.1115","1.252892","4314820002","AJUNTAMENT DE TARRAGONA"
"25118,0","Moll de Costa","Passeig del Gremi de Marejants","41.1098","1.2459483333","4314820002","AJUNTAMENT DE TARRAGONA"
